,NAME,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14
BK0604,参股保险,70.89,67.12,61.46,58.76,59.03,56.87,62.8,60.65,68.19,62.53,65.23,58.49,64.15,66.85,66.31,66.85,67.65,50.4,45.55,27.49,29.65,44.2,48.52,46.09,39.35,40.43,54.99,44.74,42.32,40.7,35.04,34.77,38.81,37.47,41.51,32.35,34.23,39.89,53.1,50.4,49.33,49.06,50.4,53.1,59.03,53.37,45.28,49.87,51.48,54.99,57.41,56.06,52.29,52.83,46.63,36.93,41.78,38.81,33.96,32.88,32.08,36.66,31.81,25.34,23.72,22.37,19.41,22.37,19.41,19.14,15.09,16.98,14.56,8.36,12.13,14.82,14.56,19.14,14.56,14.82,13.48,13.21,16.44,16.71,21.56,22.37,29.11,28.57,28.57,23.72,24.8,24.26,24.8,31.0,31.81,38.01,29.92,29.38,32.35,28.03,30.19,32.88,31.54,35.31,29.65,32.08,31.27,29.38,36.12,41.24,53.91,47.71,47.44,44.74,42.86,38.27,50.94,55.26,52.29,51.48,63.88,61.99,64.96,64.96,64.42,68.19,69.0,73.58,71.16,63.88
BK0955,C2M概念,70.62,55.8,46.36,62.8,75.2,72.51,82.48,82.21,77.9,63.88,73.32,77.9,88.41,81.67,80.05,84.91,92.99,94.07,94.61,93.8,95.42,95.69,95.96,91.37,88.95,88.41,77.63,78.98,79.78,91.11,90.84,85.98,64.15,79.25,84.91,84.1,74.39,74.39,64.42,63.07,71.16,75.74,63.88,67.92,62.26,52.56,57.95,54.18,64.15,60.38,50.94,64.42,70.35,51.21,33.96,45.28,64.42,64.96,65.5,64.69,67.39,59.3,61.73,67.92,70.89,76.01,71.7,69.27,69.0,66.04,67.92,68.19,71.97,73.05,83.56,71.43,73.32,71.16,64.42,63.61,62.53,57.95,59.3,56.33,60.11,61.46,60.11,56.87,49.06,53.37,50.67,42.32,36.66,35.31,25.61,20.22,23.72,24.53,25.07,25.61,21.29,21.29,20.22,19.41,27.49,22.37,27.22,30.73,28.03,21.02,15.63,20.22,22.64,29.92,45.01,53.91,48.25,36.66,32.88,31.0,28.3,36.12,40.43,38.81,30.73,34.5,31.81,26.42,28.03,25.34
BK0669,生态农业,70.35,71.16,78.17,78.98,78.44,74.93,69.81,50.13,56.6,47.17,64.42,60.11,61.46,66.04,56.6,48.52,45.01,31.0,21.56,44.2,40.16,39.89,29.38,21.02,11.59,14.29,11.59,15.09,10.51,13.21,8.89,9.16,12.94,11.59,14.56,11.32,8.89,25.61,36.66,36.12,31.0,32.35,26.95,13.75,14.02,17.52,15.9,20.49,15.63,9.16,11.32,16.17,7.28,10.51,1.89,8.36,17.25,12.4,12.13,18.06,17.79,23.45,22.91,28.57,40.7,37.74,41.51,37.47,36.66,43.67,41.24,40.97,45.01,50.67,62.53,49.33,37.47,34.77,41.78,34.77,41.24,33.42,53.1,50.67,51.21,56.33,64.42,76.01,78.71,66.85,66.04,62.8,64.42,64.69,57.14,62.53,59.57,59.3,53.91,47.17,43.13,37.2,29.65,33.96,31.81,27.22,30.19,31.27,33.69,37.2,45.28,33.42,30.46,21.83,36.93,49.06,60.38,69.0,74.12,76.28,77.63,80.86,82.75,79.51,83.83,85.18,87.33,84.64,88.68,87.87
BK0881,3D玻璃,70.08,72.78,78.98,71.7,63.34,57.14,50.67,48.25,58.22,38.81,26.68,36.12,46.09,33.69,45.82,46.09,52.02,50.13,55.53,61.46,47.44,35.85,46.9,70.89,74.12,74.39,67.39,65.5,58.49,64.42,72.51,71.7,70.89,58.49,53.64,50.13,62.8,46.36,44.47,45.28,53.64,59.03,65.23,49.87,17.52,8.63,33.69,24.53,27.22,18.06,15.36,6.47,7.01,23.18,20.22,20.49,17.52,23.45,25.88,38.01,42.05,48.52,49.06,53.37,80.32,78.98,71.16,74.66,74.66,86.25,82.75,86.25,83.02,70.62,74.12,72.78,79.51,76.28,76.28,78.17,81.13,85.98,85.18,82.48,69.27,68.19,53.37,46.36,60.38,45.82,60.65,67.65,74.93,80.59,79.51,81.13,78.44,88.14,92.72,95.96,95.15,94.34,95.96,97.3,98.11,97.84,98.65,98.65,97.84,98.11,96.77,95.42,95.15,98.38,95.96,88.95,81.67,61.99,45.28,33.15,8.89,15.09,8.63,3.23,1.89,1.62,0.27,0.0,1.08,1.62
BK0457,输配电气,69.81,74.93,85.71,85.44,90.03,90.03,92.72,94.07,95.69,92.72,92.99,91.64,92.99,91.11,76.82,83.02,83.29,76.28,79.25,80.59,68.19,52.29,18.06,11.59,3.5,4.04,3.77,2.7,2.96,4.58,6.74,25.34,8.09,8.89,12.94,12.94,16.17,18.87,16.71,14.29,17.79,17.79,18.06,34.23,27.22,31.54,39.62,54.99,63.34,64.96,51.21,36.12,34.77,53.64,56.6,48.79,63.34,61.19,61.46,61.99,71.16,73.85,70.89,66.58,67.65,66.85,60.38,58.49,60.11,60.11,64.42,77.09,80.05,75.2,81.67,79.51,70.08,80.32,80.05,85.71,82.21,83.29,84.37,83.29,85.18,84.37,88.68,87.6,84.64,87.06,86.52,81.94,83.02,88.14,83.02,85.71,88.14,88.41,90.03,91.37,92.72,92.45,92.99,94.34,96.23,97.3,97.57,97.57,97.3,97.57,97.84,96.5,97.57,94.88,95.42,95.15,93.53,85.44,87.6,86.52,72.78,87.87,87.06,85.71,74.12,47.44,36.93,45.55,48.79,53.64
BK0506,创投,69.54,73.32,76.55,76.55,76.01,76.28,74.39,74.93,77.36,78.98,79.25,79.51,79.78,74.93,70.62,67.92,67.39,60.38,60.65,63.88,61.73,61.19,65.23,60.11,59.57,68.46,70.35,63.88,62.8,64.15,49.6,43.94,45.82,49.6,50.4,44.2,40.16,45.55,46.9,49.06,53.91,59.3,57.68,59.57,48.52,46.09,37.47,38.81,38.54,39.35,43.13,46.63,47.44,51.48,50.94,54.72,54.99,63.61,54.45,55.26,59.3,60.11,58.22,59.3,59.03,60.38,59.84,61.99,59.57,57.95,57.95,59.3,57.68,54.18,56.33,56.87,59.03,57.14,58.76,59.57,51.75,53.1,53.64,56.06,63.61,63.88,66.31,67.65,66.85,65.5,65.23,64.96,62.53,62.8,61.19,60.92,60.65,58.22,55.8,50.4,54.45,52.02,53.91,48.25,45.82,53.1,52.56,52.29,51.48,47.17,48.79,48.52,48.79,51.75,56.6,57.68,58.22,59.57,61.99,62.26,61.46,63.34,65.23,67.39,66.31,67.39,65.77,64.69,67.92,73.32
BK0730,农药兽药,69.27,57.68,65.5,62.53,53.91,47.71,65.23,52.56,69.0,65.5,73.58,81.94,75.2,73.58,78.71,79.25,87.06,84.64,80.32,67.65,51.21,63.34,52.29,41.78,59.03,53.1,27.76,22.37,22.37,32.35,25.88,26.68,42.86,28.84,29.92,25.07,20.75,35.04,39.62,38.81,28.57,30.19,31.0,23.72,18.6,9.16,15.09,22.91,18.06,8.36,14.56,13.48,12.4,12.94,9.7,9.97,11.59,9.43,16.98,36.93,40.16,46.09,36.39,39.35,31.81,37.2,35.85,30.73,28.57,32.88,26.42,28.57,28.3,28.84,36.39,28.3,19.68,18.6,12.4,9.97,11.32,11.59,18.87,19.68,23.72,37.47,43.13,47.17,49.87,42.32,44.74,47.17,37.47,39.89,33.42,42.59,41.51,39.89,44.47,40.97,33.96,33.15,33.69,37.47,36.12,28.57,35.85,40.16,43.4,42.32,45.82,38.81,43.4,35.31,44.2,37.2,43.13,50.67,52.56,48.52,48.25,54.18,57.41,51.75,63.07,61.46,64.42,59.03,72.24,79.78
BK0710,量子通信,69.0,69.54,67.12,71.16,69.27,69.54,59.3,51.75,61.46,67.92,50.94,57.14,39.89,35.31,20.49,24.53,16.44,15.36,14.56,18.06,20.22,15.63,13.21,12.67,8.09,9.43,32.35,37.47,32.35,19.14,19.14,8.09,15.36,15.9,22.1,24.8,22.1,14.56,18.6,25.07,27.49,37.74,54.45,48.52,52.56,57.14,40.16,29.92,29.38,39.89,54.72,56.6,54.99,63.88,70.08,66.58,68.46,71.97,68.46,76.28,77.9,72.51,73.85,78.71,87.06,91.37,90.84,87.06,88.95,86.79,82.21,83.83,79.51,81.94,80.59,82.48,79.78,77.9,82.48,81.94,76.55,80.59,71.97,80.59,71.16,53.1,38.01,36.66,44.74,56.6,65.5,70.35,75.74,74.66,76.55,73.05,76.82,75.2,73.32,70.35,70.89,70.35,72.51,63.34,66.31,71.16,77.63,77.09,71.16,68.19,67.65,65.23,61.19,62.26,51.21,60.92,50.13,44.47,52.83,53.91,46.09,46.63,44.74,44.2,44.2,38.81,32.88,38.81,40.97,47.17
BK0448,通讯行业,68.73,66.31,62.26,57.41,62.8,62.8,52.29,45.55,38.81,44.74,37.74,28.57,9.7,10.51,8.36,14.29,8.89,5.66,4.31,12.13,11.59,15.36,16.98,25.34,19.68,15.63,47.17,42.05,41.51,23.72,26.95,25.88,22.91,20.75,23.72,17.25,11.59,6.74,7.28,7.82,10.24,13.48,17.25,19.95,12.13,9.7,7.82,9.7,10.78,12.4,12.13,16.98,28.57,35.04,38.54,56.33,69.27,87.06,84.1,89.76,90.3,90.03,90.3,87.06,90.84,92.45,92.18,87.87,87.87,86.52,85.71,83.56,74.39,77.9,77.63,78.71,69.27,54.18,61.73,53.37,43.67,45.28,31.54,58.49,47.98,35.58,23.45,21.83,35.85,45.55,42.05,43.67,52.29,50.67,68.73,68.46,73.85,76.55,76.55,75.2,74.93,75.47,76.28,66.85,68.46,66.85,70.35,68.46,56.6,49.87,51.75,74.93,72.24,71.97,46.63,31.27,16.71,8.89,8.89,14.29,16.98,14.82,15.63,18.87,18.06,24.26,22.64,19.68,17.79,21.56
BK0812,贬值受益,68.46,66.85,66.58,68.46,65.77,66.85,73.58,72.78,63.61,43.13,43.4,42.32,56.87,52.29,58.22,56.87,73.05,77.09,69.54,60.11,55.53,56.87,60.38,36.93,41.78,40.7,32.88,32.08,36.66,53.1,54.45,61.46,56.33,56.33,48.79,49.06,40.7,49.6,56.06,58.76,49.6,52.56,46.09,49.06,50.13,42.32,38.54,38.01,39.35,34.23,46.36,37.47,24.8,26.15,18.33,13.75,10.78,8.36,8.36,10.24,13.48,9.97,15.63,15.36,13.75,18.6,18.06,21.02,24.26,20.22,19.68,17.25,18.33,14.29,15.09,14.29,18.06,23.99,25.07,23.18,19.68,19.14,22.64,22.91,23.18,24.26,21.83,19.68,21.02,20.22,21.29,19.14,19.14,23.99,31.27,35.04,32.61,31.81,32.08,27.49,29.92,34.77,34.23,32.35,33.96,35.31,36.93,39.89,40.97,43.67,46.36,49.87,47.98,45.55,37.74,36.93,41.51,39.08,33.15,37.2,37.47,37.74,40.7,42.86,46.09,49.06,53.1,51.21,52.56,45.01
BK0895,维生素,68.19,62.8,50.13,52.83,42.32,43.67,48.25,40.43,31.81,19.41,19.41,13.75,11.59,19.95,26.42,30.73,50.13,48.79,39.08,45.55,25.61,34.5,30.19,13.48,17.79,11.59,8.36,6.47,12.67,46.36,57.41,59.84,67.39,69.54,68.73,60.38,76.82,65.5,56.6,57.41,65.5,66.31,78.44,83.29,84.91,83.29,81.13,83.29,79.51,53.64,55.26,58.76,22.1,15.09,13.75,19.68,7.55,12.13,23.18,25.88,18.06,19.68,10.51,4.04,6.2,7.82,11.05,8.63,10.51,16.17,15.36,13.21,18.87,27.22,20.49,11.86,22.91,21.83,15.9,7.82,9.7,6.74,15.63,14.29,16.98,22.91,25.61,35.85,51.21,55.53,49.33,45.55,45.28,46.09,38.27,50.13,32.08,27.22,29.65,44.74,37.2,53.37,41.24,48.79,47.44,40.43,39.35,43.94,42.05,34.77,45.55,56.87,35.31,14.02,37.47,35.85,42.32,57.14,43.94,38.27,54.18,54.72,60.92,62.26,60.65,60.65,61.46,52.56,51.75,54.99
BK0830,区块链,67.92,68.73,62.8,59.03,67.92,64.42,46.09,37.74,35.85,66.04,53.37,78.17,71.43,56.6,37.74,49.6,44.74,37.47,46.09,35.85,35.85,39.35,61.46,71.16,56.87,62.8,76.01,68.73,65.77,45.55,37.47,10.24,13.48,18.6,20.75,18.33,16.71,12.13,20.75,31.27,35.04,38.54,33.42,33.42,22.91,23.45,13.75,15.09,17.52,22.64,24.8,34.77,40.16,46.36,64.69,61.99,65.5,64.15,43.67,50.4,60.11,59.03,74.39,78.98,78.44,80.32,81.67,77.63,76.55,70.89,66.85,64.69,62.26,61.73,62.8,63.07,65.23,67.39,69.81,67.39,55.8,59.03,35.58,45.01,44.74,36.39,32.61,31.81,25.07,33.69,41.51,47.44,46.63,40.97,43.67,32.88,43.94,41.78,36.39,33.69,36.66,25.34,31.0,21.02,21.56,25.61,34.5,30.19,27.76,25.07,30.19,28.03,27.22,33.69,27.49,31.81,28.3,24.26,26.95,26.15,32.61,38.81,43.4,40.7,41.24,53.1,45.55,50.13,49.87,55.53
BK0803,股权转让,67.65,76.01,75.47,75.2,77.63,75.47,71.7,74.66,74.12,73.32,70.62,71.97,63.34,53.37,42.59,41.78,23.45,14.56,14.02,15.09,16.44,18.6,17.25,15.9,8.63,10.78,27.22,21.02,13.21,13.75,17.52,19.41,16.17,23.99,29.65,25.34,33.42,42.59,45.82,51.21,52.83,54.99,59.84,55.53,39.08,44.2,46.63,48.79,59.57,64.42,61.73,70.89,70.08,68.46,76.28,80.05,77.9,80.59,66.04,59.57,69.81,71.43,60.65,65.23,74.12,71.7,66.04,67.12,62.53,63.88,67.39,69.54,71.7,66.58,69.0,69.81,75.2,79.51,81.4,84.1,78.44,75.74,80.32,72.51,77.63,77.36,80.59,76.28,78.44,75.2,75.47,73.85,73.58,74.93,70.89,64.96,65.5,62.26,63.34,63.61,61.46,61.19,61.19,64.96,52.83,47.98,49.06,44.2,43.67,53.37,46.09,35.04,40.43,33.42,40.43,55.8,49.6,35.85,36.93,45.01,45.82,47.44,44.2,48.25,54.45,63.88,70.89,77.09,75.2,75.74
BK0623,海洋经济,67.39,83.83,86.79,88.14,84.1,92.45,90.3,89.49,81.94,79.78,73.05,74.66,75.47,80.05,88.68,90.3,89.49,70.62,79.78,89.49,89.49,93.26,92.99,95.42,94.61,80.32,80.32,76.82,75.74,81.94,87.6,82.48,76.01,71.43,57.41,63.07,56.33,85.71,86.25,78.17,77.36,41.78,30.19,9.16,25.07,60.38,38.81,37.74,52.56,56.06,45.55,69.27,54.72,71.16,59.03,36.66,46.36,17.79,14.02,8.89,9.7,14.82,27.49,35.04,22.91,15.09,37.2,38.81,33.15,41.24,50.94,48.52,60.65,49.87,61.46,67.12,62.8,74.66,75.74,81.13,79.78,66.58,56.6,46.09,52.29,46.36,30.19,43.94,46.09,21.02,10.78,9.16,7.01,14.29,11.32,5.66,12.13,4.58,6.2,9.43,7.82,10.51,15.36,16.71,16.98,36.93,43.13,45.82,46.36,57.95,67.92,66.58,71.97,72.78,72.78,80.05,90.03,89.49,84.37,74.12,88.95,85.98,90.3,89.22,88.68,88.14,88.68,88.14,90.57,89.22
BK0925,三板精选,67.12,50.67,32.08,44.74,46.63,48.79,51.48,40.16,59.57,60.38,76.01,66.85,74.66,74.12,74.39,69.27,83.02,81.13,87.87,83.02,60.65,87.6,85.98,87.6,89.22,91.64,90.84,80.86,83.29,80.05,63.34,69.0,74.66,72.78,69.54,77.09,75.74,77.9,59.57,56.06,73.85,75.47,75.74,46.36,46.09,29.92,24.53,40.43,25.07,17.79,20.75,21.56,5.93,11.05,8.63,8.09,7.01,7.55,18.6,29.65,37.47,21.56,23.72,32.08,30.73,32.35,38.27,40.7,48.79,40.97,43.4,52.83,59.03,62.53,74.39,70.35,72.78,70.08,75.2,73.58,63.88,70.89,81.13,76.55,78.98,83.02,86.25,87.06,89.49,90.03,87.06,84.1,82.75,81.67,74.39,73.32,72.51,69.81,75.74,80.32,78.98,79.51,78.17,85.71,83.83,77.36,76.01,79.51,78.98,83.29,89.49,94.34,92.72,88.41,88.41,91.37,88.95,93.26,85.98,87.33,89.49,81.4,95.42,97.04,97.04,97.3,97.04,97.57,94.88,94.61
BK0514,参股券商,66.85,65.77,68.19,61.99,61.46,61.19,67.12,66.58,73.85,76.01,77.9,70.89,79.25,78.98,80.86,80.86,81.67,77.9,68.46,56.87,50.13,57.68,56.06,48.79,47.71,54.99,54.45,44.47,47.71,39.35,27.22,29.38,25.61,26.42,26.42,29.11,29.92,38.01,52.02,48.79,59.03,54.45,50.94,60.65,59.57,58.49,52.56,59.3,62.26,59.3,71.43,73.85,71.97,74.93,62.26,43.67,48.52,63.34,48.52,44.2,39.35,43.13,35.31,26.42,27.22,30.73,29.38,28.84,26.42,26.95,22.91,21.02,27.76,23.18,25.34,26.95,28.03,22.1,21.83,26.68,22.1,21.02,25.88,24.53,26.68,28.03,37.47,38.54,35.04,30.19,23.99,22.37,20.49,21.83,22.64,23.45,21.02,16.98,16.17,14.02,12.67,15.09,14.56,14.29,14.56,16.98,15.36,14.56,17.52,21.29,29.65,24.53,21.56,20.49,18.87,22.64,39.35,45.55,49.06,53.64,71.97,70.35,76.01,73.58,71.97,72.78,76.28,77.9,76.82,69.54
BK0493,新能源,66.58,79.78,87.06,86.25,86.79,84.1,87.6,91.91,94.61,91.37,93.26,90.3,93.26,92.99,92.72,91.37,93.53,92.99,93.26,94.34,90.3,81.94,70.62,54.99,40.7,39.08,29.65,20.75,8.09,11.86,15.09,31.81,12.13,9.7,10.78,10.78,11.32,26.15,24.53,24.8,29.11,26.15,15.9,25.07,25.34,35.58,49.6,50.67,63.61,67.92,63.34,65.77,63.34,73.85,71.7,62.26,73.85,60.65,52.56,49.87,55.8,62.53,66.04,69.54,67.12,61.46,58.49,59.03,57.95,60.92,67.12,76.82,81.94,78.71,80.86,80.32,70.89,76.82,73.58,80.05,80.86,82.21,84.1,80.05,87.06,89.22,89.49,90.03,85.71,85.18,83.29,81.13,81.67,84.1,78.17,82.48,79.51,81.67,82.21,81.4,83.02,85.18,85.44,87.33,78.44,83.83,81.94,83.29,84.91,87.87,87.33,87.6,89.76,90.03,89.22,92.18,91.11,87.33,89.76,90.3,85.18,90.3,91.11,91.91,92.18,85.71,83.02,80.86,82.48,85.44
BK0643,上海自贸,66.31,68.46,69.54,73.05,70.08,65.77,69.27,68.19,70.62,65.77,54.45,40.16,45.82,48.25,49.87,65.23,63.88,54.72,46.63,21.02,18.87,22.64,19.41,10.51,8.36,14.82,31.81,28.84,49.06,57.95,52.29,63.07,62.26,67.12,70.89,74.66,74.93,69.27,74.39,65.23,83.83,81.67,80.86,81.4,83.56,80.05,66.58,77.36,70.08,61.19,56.6,47.71,38.27,45.01,26.95,14.56,27.22,95.69,69.54,45.01,56.87,61.19,46.36,43.4,49.06,43.13,50.94,52.56,51.48,42.59,47.44,46.36,50.94,45.28,47.71,44.74,47.44,2.16,18.6,40.43,15.09,18.6,25.61,31.0,33.69,36.12,49.33,36.12,16.44,16.71,14.02,18.33,16.44,26.42,32.61,40.7,35.58,32.08,26.15,20.75,18.87,22.64,19.14,21.83,14.02,19.95,11.86,12.94,26.68,35.58,39.08,31.27,31.0,26.42,25.34,21.02,26.95,37.2,49.6,55.53,55.8,44.2,54.72,53.64,54.18,56.6,58.22,61.99,57.95,52.83
BK0940,网红直播,66.04,60.11,53.37,59.3,68.73,70.62,69.54,52.83,61.19,74.93,70.89,78.71,81.67,68.46,53.1,57.68,55.8,52.02,47.98,32.08,47.17,76.01,84.91,78.98,81.67,83.29,81.94,78.71,84.1,78.17,71.43,50.4,45.01,63.07,72.78,73.32,70.08,68.19,73.32,74.93,76.28,68.19,70.62,73.85,48.25,53.1,33.15,41.24,33.42,31.81,39.62,57.41,63.07,44.47,43.94,44.74,50.67,47.17,35.04,29.92,35.04,31.0,29.38,24.8,30.46,22.91,29.11,32.35,35.31,29.65,23.72,19.68,16.17,20.49,19.14,12.67,11.05,14.82,19.68,19.95,18.06,16.17,11.05,12.4,18.6,18.06,18.87,14.02,11.59,9.43,8.63,6.2,5.93,6.47,8.09,7.55,10.24,7.28,7.01,7.82,5.66,5.66,6.74,5.39,4.85,6.2,5.93,8.09,10.51,12.94,15.36,19.95,20.22,25.88,24.26,26.68,34.77,36.12,39.35,38.01,49.33,50.67,59.3,55.53,52.29,69.81,64.96,61.73,59.03,49.87
BK0911,口罩,65.77,63.07,59.84,60.65,59.57,60.65,68.73,67.92,68.46,56.87,51.48,44.47,48.79,37.47,42.05,40.7,42.32,42.86,49.87,56.33,42.59,56.33,46.09,46.9,52.83,50.67,44.47,43.67,45.82,69.27,64.69,70.62,74.93,81.13,81.67,74.39,80.86,81.4,64.15,56.33,63.88,66.85,76.82,73.58,68.73,58.76,57.68,53.1,52.83,38.81,46.63,53.1,36.12,29.11,29.38,42.32,35.04,30.19,43.94,44.74,42.32,36.93,28.3,34.23,38.81,38.81,40.7,42.86,49.33,47.44,46.36,38.54,37.74,41.51,42.05,40.7,44.47,48.79,47.71,47.44,48.52,50.13,54.72,55.53,56.6,64.69,62.53,54.45,52.02,58.22,56.87,55.8,46.09,41.24,36.12,42.86,45.01,46.63,48.79,57.68,58.76,56.87,56.06,59.57,57.68,54.45,55.8,59.03,60.11,55.53,53.37,55.53,64.42,66.85,71.16,66.85,65.5,61.46,59.03,43.4,34.77,37.2,39.08,37.74,38.01,39.62,39.08,32.35,36.39,38.27
BK0703,超级电容,65.5,56.87,72.78,64.42,46.9,44.47,56.87,70.62,73.58,57.95,47.71,56.06,67.39,59.3,66.04,55.53,52.29,36.12,70.62,68.46,29.92,35.31,12.13,18.87,53.91,38.27,25.88,31.54,33.69,35.85,45.55,40.16,41.24,30.73,18.6,28.84,37.74,42.32,33.96,35.58,45.01,40.16,64.15,75.47,66.31,71.7,79.25,71.97,71.16,70.35,66.85,63.34,56.06,76.28,87.06,79.78,68.73,68.73,85.18,86.79,86.79,90.3,89.22,82.75,85.18,75.47,76.28,82.21,81.94,87.33,89.49,88.14,92.45,91.37,92.99,95.69,97.04,96.5,95.69,95.15,93.8,94.88,95.15,96.23,96.23,96.5,96.23,95.69,95.69,96.77,96.77,96.23,95.69,95.15,95.42,95.15,92.72,92.72,93.26,94.61,94.88,94.61,96.23,93.53,94.34,95.96,92.72,93.53,92.72,87.33,81.4,89.76,93.8,89.49,91.64,85.18,83.83,86.52,84.91,86.25,73.85,70.89,43.13,57.14,63.88,42.59,42.05,42.05,48.52,70.62
BK0665,电商概念,65.23,54.45,43.13,49.06,54.18,55.26,65.77,64.15,71.43,76.28,75.74,82.21,84.1,78.17,74.66,77.9,79.25,82.48,82.48,76.01,77.63,85.44,87.06,83.29,83.83,83.02,74.93,69.0,74.66,73.32,67.92,52.29,47.17,61.46,67.65,63.34,62.26,55.8,57.68,60.65,68.19,64.15,60.38,53.91,48.79,50.67,48.52,51.48,48.79,50.13,53.1,64.69,72.51,66.58,60.38,63.88,64.69,72.78,61.73,53.1,50.94,46.63,42.05,44.2,40.97,40.7,44.74,42.05,44.2,40.43,36.39,31.27,28.57,27.76,27.49,20.22,25.34,22.37,22.64,19.41,19.95,20.75,20.49,23.45,24.26,25.34,24.53,20.22,17.52,15.63,12.94,8.89,9.7,11.05,10.24,9.43,9.7,7.55,7.55,9.97,8.89,8.89,9.7,9.97,12.67,11.59,11.59,13.21,16.71,18.33,18.6,21.02,21.02,23.72,28.03,28.57,37.74,38.54,35.58,33.42,41.51,40.16,46.09,35.85,34.23,39.08,44.2,42.32,38.01,29.11
BK0628,智慧城市,64.96,61.46,56.33,56.06,63.07,63.61,51.75,44.2,46.09,62.26,49.87,56.87,44.47,34.77,25.34,37.47,27.49,21.56,22.37,26.95,43.67,53.64,61.19,66.58,51.21,53.91,71.43,69.27,65.5,50.4,41.78,34.23,35.31,31.0,28.3,21.83,17.25,12.94,11.05,13.21,15.63,15.09,16.98,12.94,12.67,10.24,6.47,5.39,6.47,7.01,6.74,8.89,13.48,13.21,23.99,32.35,53.37,57.68,49.6,62.26,65.23,69.81,80.59,86.79,88.14,90.84,88.68,88.14,84.64,83.56,83.56,80.32,77.9,78.98,82.48,80.86,78.71,78.71,80.32,76.55,66.04,65.5,44.47,47.17,39.62,26.95,16.17,18.33,20.75,28.3,32.88,38.27,45.82,42.86,48.25,31.54,46.9,45.28,38.01,37.47,44.47,39.35,43.67,31.81,35.04,43.4,55.53,48.52,42.32,35.85,36.66,36.12,36.66,46.9,34.5,36.39,27.22,27.49,29.38,25.07,28.03,28.84,29.65,31.81,30.19,32.08,24.53,27.76,28.84,30.19
BK0552,机构重仓,64.69,65.5,67.92,67.39,67.12,67.12,68.19,70.35,74.39,71.97,69.0,63.88,64.96,59.03,54.99,54.72,54.18,54.18,54.99,60.92,62.53,56.06,53.64,52.83,49.06,52.29,54.72,51.21,50.4,54.18,53.37,56.06,61.99,56.06,56.6,49.6,43.13,45.82,49.87,49.87,48.52,52.02,52.29,52.83,54.45,52.29,48.25,45.82,43.4,38.27,41.24,43.13,39.62,47.44,49.33,55.26,57.14,59.3,50.67,52.02,53.37,55.26,55.8,53.91,51.75,50.94,53.37,54.45,56.6,57.14,56.6,57.14,55.26,57.14,55.53,55.8,56.6,55.26,55.8,54.99,56.33,56.33,60.92,59.84,62.8,63.34,64.69,65.23,64.15,60.92,61.46,59.3,58.76,56.87,52.83,52.29,52.83,55.8,54.18,48.52,49.6,50.94,50.94,52.56,54.72,56.87,54.99,56.87,56.33,57.14,56.87,54.99,56.33,62.53,64.42,66.31,66.58,62.53,63.88,61.99,60.65,61.73,58.22,60.38,59.3,59.3,58.49,58.49,58.49,57.95
