,NAME,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22,2021-09-23,2021-09-24,2021-09-27,2021-09-28,2021-09-29,2021-09-30,2021-10-08,2021-10-11,2021-10-12,2021-10-13,2021-10-14,2021-10-15
BK0494,节能环保,59.84,60.65,46.36,51.75,49.06,41.78,28.57,28.57,21.83,23.18,24.53,24.26,20.22,23.18,21.02,27.22,21.83,24.26,26.42,22.37,25.34,26.42,27.22,25.61,31.81,36.93,39.89,39.62,40.16,45.01,44.47,41.78,38.27,43.94,49.33,50.4,50.94,57.95,53.1,49.06,52.83,52.29,54.18,53.1,54.18,57.41,58.76,56.33,58.49,60.11,57.95,59.03,60.11,62.8,64.96,61.99,61.19,62.53,63.88,65.5,64.96,65.23,65.77,70.35,68.19,71.7,72.24,69.27,70.62,73.05,74.39,73.05,75.74,74.39,74.93,75.47,76.28,77.36,79.78,81.13,80.86,79.78,79.25,79.78,79.25,76.28,74.66,72.78,70.62,67.39
BK0571,预盈预增,59.57,56.33,60.38,63.61,59.84,64.96,59.03,59.57,59.84,59.03,56.87,57.41,57.41,59.3,59.3,60.11,61.46,61.73,61.46,61.73,62.53,62.26,63.61,64.15,67.65,66.85,66.58,67.12,67.65,68.19,70.62,72.78,69.0,70.35,70.89,70.35,70.35,68.46,66.85,69.27,68.46,69.81,68.19,68.73,69.54,69.0,67.39,68.73,68.46,69.0,68.73,69.0,70.35,70.89,70.62,71.16,70.62,69.81,70.08,70.89,70.62,69.27,71.16,71.7,69.0,70.35,69.27,69.0,71.43,71.16,71.7,71.16,69.0,70.08,71.7,71.97,71.97,70.35,69.27,69.81,67.39,65.23,60.92,63.88,54.99,51.75,48.25,52.56,55.26,59.3
BK0637,互联金融,59.3,53.1,56.06,55.8,63.07,61.19,63.88,61.46,56.06,62.8,62.26,61.46,56.87,48.79,43.13,35.85,50.4,49.87,54.99,52.56,51.21,48.79,46.63,52.83,49.33,48.52,45.01,44.2,43.94,43.94,41.78,41.51,46.09,43.67,40.97,48.52,50.67,47.71,49.87,47.98,47.44,45.28,40.7,38.27,37.47,36.66,38.54,35.85,38.81,36.93,38.27,36.66,37.2,35.31,38.81,36.93,38.01,34.5,33.42,32.88,33.96,33.69,32.35,33.96,35.31,38.01,36.66,35.31,38.54,37.47,37.47,41.51,42.05,41.51,42.05,42.32,36.39,38.27,35.04,35.04,36.39,40.97,45.55,40.97,45.01,46.09,47.98,42.05,39.35,40.16
BK0958,虚拟电厂,59.03,43.94,54.18,54.99,43.4,37.2,60.38,74.93,77.9,79.25,81.4,84.91,75.2,80.05,84.37,90.3,86.52,89.49,91.37,89.22,87.06,88.68,90.84,89.22,90.03,88.95,87.87,88.14,89.49,89.76,88.68,91.37,93.26,93.26,93.26,92.45,93.26,92.99,91.37,92.72,94.61,97.04,96.77,97.04,97.04,97.3,97.3,97.04,97.04,98.11,98.92,98.38,97.3,97.04,96.77,95.96,96.5,96.23,96.5,96.5,95.69,93.8,94.61,94.61,95.15,95.69,96.5,95.96,92.99,91.91,90.3,90.3,88.68,91.37,90.57,88.41,90.3,93.26,93.8,93.8,95.96,97.3,97.84,97.57,96.5,94.88,95.69,97.84,98.92,98.38
BK0941,疫苗冷链,58.76,51.75,51.75,52.02,42.86,40.97,32.35,22.91,18.33,19.41,17.52,19.41,22.64,21.02,18.6,18.6,17.79,16.71,17.25,18.33,19.68,20.22,11.86,8.36,9.16,7.55,7.55,12.4,12.13,5.66,5.12,4.58,8.09,8.09,7.82,6.74,7.01,8.63,9.43,10.24,10.51,10.51,10.78,18.87,23.45,26.68,21.83,23.72,22.64,28.3,22.91,29.65,33.96,34.23,32.08,30.19,27.49,33.15,33.69,33.15,34.23,37.2,38.54,36.93,38.27,40.97,43.13,44.2,47.44,41.24,47.44,43.67,42.32,42.32,44.47,47.17,49.06,47.17,46.63,47.71,39.35,44.74,44.74,42.86,38.54,43.67,53.37,59.3,62.8,58.22
BK0499,AH股,58.49,64.69,63.88,50.13,44.47,40.16,35.04,37.47,38.81,43.94,39.08,41.78,36.39,35.85,38.01,39.62,44.47,34.23,32.88,32.35,33.96,31.54,31.81,29.38,25.88,26.68,29.11,29.11,28.57,26.68,33.42,31.54,30.46,30.73,31.0,28.3,33.69,33.96,32.61,30.19,31.81,31.27,29.38,25.88,28.57,32.08,35.04,34.23,26.68,28.57,27.76,27.49,25.88,29.11,27.49,25.07,26.15,24.53,29.92,32.08,33.69,36.12,35.04,40.7,44.47,47.71,51.48,52.02,53.91,49.33,58.22,58.76,65.23,59.84,57.14,57.14,55.53,60.92,59.3,60.65,61.19,66.04,71.43,69.27,66.58,70.35,72.51,71.7,70.35,72.24
BK0552,机构重仓,58.22,57.14,55.26,57.68,53.91,53.37,48.52,47.44,47.17,45.82,47.98,45.82,46.36,47.44,48.25,50.67,53.37,53.37,53.37,51.75,52.56,52.56,53.37,53.64,55.8,57.14,57.68,56.06,56.06,54.72,55.53,55.26,52.56,54.45,54.99,54.99,55.53,56.33,53.91,55.53,54.45,55.8,56.33,56.6,55.53,57.95,57.14,57.41,56.87,56.87,55.8,56.6,56.87,58.22,58.76,57.95,57.95,57.68,59.03,59.84,59.57,57.41,57.95,56.33,57.41,58.49,58.22,61.19,59.57,61.73,60.11,61.73,62.53,59.3,59.03,60.11,59.03,59.3,58.76,59.57,60.11,57.68,56.87,57.68,54.72,55.26,55.53,57.95,57.68,57.68
BK0703,超级电容,57.95,50.13,71.16,73.32,71.16,76.01,69.27,71.97,78.71,73.58,73.32,80.32,79.78,83.02,86.25,84.91,85.18,85.98,86.25,90.3,91.11,91.37,91.64,91.64,93.8,94.61,96.23,95.96,96.23,96.23,96.77,97.04,97.04,97.57,98.11,97.3,96.77,97.3,96.23,97.3,96.77,96.23,96.5,96.5,96.23,97.04,97.57,97.3,97.3,97.3,97.04,97.57,97.04,97.3,97.04,97.3,97.3,97.3,96.77,97.04,97.04,96.5,95.42,94.88,95.69,94.61,95.15,95.69,95.42,94.88,93.8,93.8,92.18,93.53,93.26,92.99,92.45,90.84,90.84,90.3,89.22,89.76,88.68,90.03,88.14,86.79,85.98,83.56,85.71,87.33
BK0740,文教休闲,57.68,59.3,55.53,31.81,49.33,58.49,56.33,66.85,52.02,61.46,59.57,57.95,55.26,57.95,49.87,43.4,47.44,50.67,53.64,45.01,43.13,45.82,44.74,44.2,39.08,27.22,26.15,28.57,26.15,21.29,11.59,12.13,11.86,18.06,18.6,16.71,15.63,12.94,8.89,9.43,15.36,12.94,8.63,6.74,10.78,11.86,12.13,12.13,15.36,17.25,21.56,18.6,14.82,16.44,19.95,25.34,21.02,23.72,21.02,20.75,21.56,20.22,22.64,21.56,19.14,18.33,20.49,16.98,21.02,20.49,19.14,12.4,14.29,14.02,15.9,15.36,17.25,18.06,15.9,20.49,15.9,13.21,11.86,9.7,13.75,13.75,10.51,23.45,34.23,28.3
BK0962,RCEP概念,57.41,52.29,47.17,26.15,27.49,33.15,29.92,26.42,22.37,17.79,19.95,20.75,21.02,28.3,27.49,25.07,27.76,23.45,26.95,23.18,26.42,28.03,31.27,27.76,28.03,23.99,22.1,19.14,20.22,27.22,22.91,23.45,23.18,18.6,20.22,23.72,26.42,27.76,28.84,26.42,32.35,30.46,27.22,26.42,25.07,17.25,22.91,28.84,32.08,35.31,38.01,37.47,34.5,37.2,31.54,32.88,23.99,29.11,29.38,24.8,25.34,29.65,26.68,26.95,32.08,32.88,38.01,37.74,44.47,46.36,49.33,45.28,46.09,40.97,42.59,45.28,35.31,47.44,45.01,45.28,34.77,35.04,34.23,31.0,38.27,48.25,50.13,55.8,57.14,40.97
BK0523,新材料,57.14,58.76,64.42,67.92,57.95,55.8,53.64,50.4,53.1,46.36,48.52,51.21,52.83,62.26,72.78,75.47,75.74,73.32,74.39,78.17,75.74,80.32,83.56,84.1,85.44,85.98,88.95,89.49,88.95,87.87,89.76,88.95,88.95,88.95,89.49,89.76,89.76,89.22,88.41,89.76,89.49,87.6,86.52,84.91,87.33,86.52,89.49,88.95,88.41,87.06,87.87,89.76,88.68,89.22,89.49,88.41,88.41,88.41,88.41,90.3,90.3,90.3,89.49,90.3,90.03,90.03,89.49,89.76,90.03,90.3,89.76,90.03,90.03,90.3,89.76,90.84,90.03,89.22,88.41,87.06,85.44,83.83,81.67,83.02,79.51,79.25,74.93,75.2,77.9,82.48
BK0638,创业成份,56.87,47.71,68.73,71.97,65.77,64.69,71.97,78.98,77.63,69.54,69.0,72.24,73.85,72.51,76.01,69.0,70.08,73.85,71.16,73.05,69.0,55.53,59.57,58.49,60.11,69.27,68.19,72.24,70.62,71.43,79.25,71.16,68.73,67.12,66.85,58.22,53.64,47.98,45.01,55.26,56.33,60.92,65.23,69.54,69.0,66.31,64.15,61.99,57.14,55.8,51.75,43.94,46.9,44.2,37.2,43.94,36.12,36.93,34.5,34.23,32.61,35.85,33.15,24.8,24.53,21.29,15.63,18.06,19.68,21.02,17.52,19.41,14.02,17.52,15.09,12.94,14.82,11.86,11.32,13.75,20.22,23.99,28.03,33.42,16.98,11.59,9.7,7.01,6.47,10.78
BK0734,珠宝首饰,56.6,66.04,32.88,32.35,36.93,45.01,32.08,27.22,25.34,24.8,18.6,12.67,5.66,5.93,4.85,10.24,12.13,12.13,14.56,5.93,9.16,12.13,18.87,27.49,24.8,21.83,25.07,25.88,21.56,22.37,26.15,26.42,22.37,27.49,24.53,27.49,28.84,31.0,20.75,12.13,16.71,9.7,6.47,6.2,8.36,8.09,11.86,11.59,11.05,7.28,9.97,8.63,8.36,9.43,11.86,7.28,11.59,12.13,13.48,12.94,13.48,14.56,13.48,11.86,9.16,8.36,12.4,11.05,12.13,15.36,21.02,27.22,39.89,29.92,32.08,28.03,21.83,25.61,23.18,21.29,16.71,12.4,14.29,6.47,12.94,18.87,24.53,28.3,46.9,33.15
BK0927,免税概念,56.33,66.58,68.19,47.17,36.12,36.39,29.38,15.36,7.28,5.66,5.12,5.93,4.85,4.58,13.48,4.85,4.31,5.66,13.21,13.21,7.28,5.66,7.01,6.2,5.39,4.04,4.85,11.86,3.5,3.5,4.04,3.5,4.85,5.12,5.39,7.01,9.97,11.59,11.05,6.74,3.5,3.77,4.04,3.5,3.5,4.58,6.2,6.2,6.74,6.74,7.55,7.55,5.66,6.74,6.47,5.39,8.36,7.28,9.97,12.67,13.21,10.24,12.67,14.56,14.56,16.17,18.06,19.95,25.88,23.45,30.73,31.0,32.88,28.57,27.49,26.95,27.49,33.69,25.34,38.01,36.66,38.81,44.47,44.2,52.02,59.3,65.77,66.04,64.96,64.96
BK0700,充电桩,56.06,50.67,57.14,62.26,61.99,58.22,50.94,52.56,50.13,52.83,53.64,56.87,51.21,57.41,60.11,72.24,65.5,66.85,70.35,67.39,61.73,69.27,69.27,70.35,76.01,76.82,77.9,78.71,80.59,80.32,79.78,79.78,77.36,80.05,79.78,79.51,82.21,84.37,82.21,82.48,83.83,87.87,87.33,86.79,87.87,87.33,87.33,85.98,86.79,90.84,90.57,87.87,87.33,85.98,85.98,85.71,86.52,85.98,86.25,86.52,86.52,85.44,85.18,85.71,83.83,85.71,86.25,84.91,84.91,85.98,83.56,84.64,83.56,84.64,85.44,81.94,84.64,84.64,84.1,83.29,84.64,84.91,85.98,87.6,86.79,85.71,84.37,85.44,86.79,85.98
BK0470,造纸印刷,55.8,52.02,53.1,40.43,33.42,27.49,27.76,26.15,26.95,24.53,10.24,16.71,17.52,17.52,17.25,11.86,13.21,4.85,5.93,6.74,4.58,4.31,2.43,2.96,3.5,3.5,6.2,11.59,11.59,11.32,6.2,6.74,5.66,5.39,5.93,6.2,5.66,4.31,4.31,4.85,5.39,4.58,4.31,3.23,4.85,5.12,8.36,8.89,8.89,10.24,11.32,22.64,9.43,5.12,7.55,3.5,7.55,8.63,7.82,9.7,8.89,8.09,9.7,9.97,9.97,10.78,12.67,10.24,12.4,16.71,19.68,21.56,21.29,18.06,18.87,26.15,16.98,16.71,40.97,33.69,24.26,30.46,28.3,25.61,23.72,28.57,21.83,21.02,14.56,10.51
BK0852,冷链物流,55.53,55.53,56.33,45.82,40.7,43.94,36.66,32.35,29.38,27.76,25.61,24.53,25.88,25.07,23.18,22.37,21.02,21.02,21.83,21.83,23.18,24.26,23.45,21.56,22.1,18.06,17.52,16.44,16.17,14.56,17.52,14.02,18.6,18.33,18.06,16.98,16.71,14.02,17.52,19.14,19.68,19.68,25.61,27.22,28.03,28.57,30.73,32.35,31.81,32.88,32.61,33.15,35.04,33.42,30.73,25.61,25.61,28.03,29.11,29.11,28.84,30.73,30.19,27.76,30.19,30.46,35.31,37.2,40.43,38.81,43.94,44.2,44.74,43.94,48.25,49.33,49.33,50.13,50.67,53.91,50.4,49.87,55.8,52.56,56.06,61.46,65.5,67.92,71.43,63.07
BK0683,国企改革,55.26,62.8,57.68,52.56,47.98,44.74,34.5,30.46,30.19,32.08,30.73,28.57,27.22,31.0,31.27,33.96,33.96,31.27,28.03,28.84,27.76,27.49,28.84,29.11,29.11,31.27,31.81,33.42,34.5,35.31,38.27,42.32,41.24,42.32,42.05,45.55,46.09,50.13,50.4,47.44,47.71,46.63,43.94,40.43,43.67,47.44,50.67,50.13,48.25,47.98,47.17,47.98,47.98,49.6,50.94,50.67,54.45,52.56,56.33,60.11,61.73,60.65,61.73,64.69,64.96,67.39,67.65,66.85,70.89,74.12,76.82,76.82,79.78,77.9,77.63,77.9,78.17,81.13,81.4,82.21,81.94,82.48,84.1,83.29,85.18,85.18,86.25,84.37,83.56,81.13
BK0891,国产芯片,54.99,50.94,65.77,80.05,82.75,80.86,87.06,86.79,92.18,92.45,94.34,94.61,94.34,94.07,94.34,94.07,94.07,94.34,94.07,95.15,93.8,93.26,93.8,94.07,94.34,94.07,92.99,93.8,92.18,91.91,90.84,90.3,91.64,90.84,91.64,92.18,91.91,92.72,94.88,94.07,94.88,95.15,96.23,95.69,94.88,94.61,93.8,94.61,93.8,91.37,93.53,90.3,92.18,89.49,88.41,90.3,86.79,86.79,86.79,85.44,85.18,84.37,82.75,79.78,81.13,77.09,74.12,77.09,73.58,70.62,54.18,59.03,49.87,57.68,52.29,51.75,53.64,50.67,51.48,40.7,49.87,48.79,40.7,44.74,37.74,24.8,20.75,23.18,36.12,50.94
BK0890,MLCC,54.72,32.88,82.75,88.41,73.85,74.93,66.04,77.9,88.14,80.32,82.75,81.4,82.21,78.98,76.82,52.83,57.68,38.01,27.22,59.84,51.75,39.62,54.45,57.41,76.82,81.94,90.3,91.64,90.3,92.45,95.15,95.69,92.99,94.07,93.8,91.91,92.18,90.84,87.06,86.52,89.76,88.41,91.37,92.72,92.99,94.88,94.61,91.91,90.57,89.22,89.49,85.71,85.98,86.25,85.44,88.68,87.6,88.95,84.64,81.67,84.64,86.25,86.52,86.25,86.25,83.29,81.94,83.56,81.67,79.51,73.85,74.93,58.49,65.23,63.34,64.69,69.0,61.46,60.38,51.48,60.92,69.0,69.27,73.58,42.05,25.61,16.17,15.9,24.8,25.61
BK0732,贵金属,54.45,68.19,53.37,60.92,57.41,47.71,52.83,61.99,57.95,55.53,33.96,30.46,33.15,39.89,33.42,40.97,50.13,49.6,45.01,45.55,54.72,46.9,49.33,62.26,50.67,39.89,55.53,52.02,46.63,36.66,46.09,52.83,51.75,56.33,60.38,60.38,68.73,68.73,76.28,67.65,69.54,62.26,45.55,22.64,36.39,34.5,43.67,40.16,35.04,36.12,42.86,52.29,53.1,57.68,53.64,46.9,57.41,59.3,59.3,55.8,63.61,62.53,63.61,63.34,60.38,56.6,59.57,49.33,52.83,52.29,70.08,77.9,86.25,82.48,83.02,81.67,74.12,72.78,66.04,62.53,51.75,52.83,63.07,46.36,47.44,68.19,59.03,61.46,81.4,78.17
BK0886,智慧政务,54.18,44.47,38.01,59.03,72.51,75.47,90.84,92.18,87.87,91.91,90.84,87.6,85.71,70.35,62.8,42.05,38.27,44.74,57.95,55.26,52.02,51.75,48.52,47.17,43.13,46.36,39.62,46.36,50.13,50.4,35.31,33.42,38.54,33.96,33.96,40.7,38.01,35.31,44.2,41.51,46.9,47.44,45.82,50.67,47.71,40.43,39.89,41.24,46.09,44.47,49.87,47.44,47.17,36.12,36.39,36.66,34.5,37.2,36.66,29.65,28.57,32.08,38.27,25.07,22.64,22.37,12.13,9.43,6.2,6.47,5.39,7.28,6.2,11.59,15.36,16.98,18.87,19.14,21.02,17.79,21.29,18.6,15.9,15.36,22.91,21.56,26.42,10.78,5.12,10.24
BK0457,输配电气,53.91,47.44,45.28,42.59,47.44,39.89,32.88,30.73,23.99,25.34,23.72,25.61,27.76,33.42,34.23,51.21,42.32,43.4,50.4,46.9,44.74,58.49,58.49,59.3,65.77,70.62,72.78,72.78,75.47,75.2,78.44,80.32,78.44,81.67,80.05,78.71,81.4,84.91,84.64,84.37,84.91,89.22,87.6,88.41,88.68,88.95,89.22,87.06,91.91,95.15,94.34,92.45,92.72,92.99,92.99,91.91,91.91,92.18,92.18,91.91,91.64,90.84,91.11,90.57,90.57,93.26,94.07,93.53,91.91,91.11,90.84,91.37,90.57,90.57,90.84,90.3,91.37,92.18,91.64,92.72,92.99,91.64,94.07,95.42,93.8,92.45,93.53,95.15,96.23,95.42
BK0685,举牌,53.64,35.85,32.35,38.81,49.87,53.91,54.99,59.3,65.5,66.31,60.65,59.57,58.76,57.68,50.67,51.75,60.11,65.5,69.81,60.11,58.22,61.46,61.99,66.85,61.46,60.11,58.49,56.33,60.92,58.76,62.26,60.92,52.83,53.64,54.18,49.06,42.59,45.28,42.05,38.54,34.5,34.77,34.5,35.31,32.08,36.12,39.08,39.62,41.24,40.7,36.39,40.97,41.24,39.35,39.08,45.82,50.67,50.4,49.6,53.64,54.72,61.73,60.65,60.92,56.06,52.83,50.13,43.67,46.09,45.55,50.67,50.13,52.83,57.41,65.77,69.0,73.05,69.27,61.73,63.88,70.89,65.77,64.42,64.96,63.61,66.85,73.58,63.88,60.65,70.08
BK0450,港口水运,53.37,53.37,41.24,13.75,16.71,18.33,23.72,19.14,20.75,18.87,29.65,26.68,24.26,29.38,37.2,35.58,45.28,33.96,35.85,28.3,29.92,44.2,52.56,35.31,41.78,33.42,28.3,27.22,26.42,26.95,26.42,31.81,33.69,29.92,25.88,31.81,35.04,33.15,35.04,37.74,33.15,21.83,19.68,25.07,23.72,19.14,29.38,28.3,14.56,17.79,28.03,30.46,24.8,31.27,32.35,33.69,33.42,29.65,34.23,36.39,41.24,39.62,39.62,42.59,49.06,48.52,48.52,47.17,54.18,53.64,56.6,60.38,74.39,68.73,67.12,66.85,63.34,71.16,70.35,70.62,64.15,60.65,57.68,54.72,55.53,59.84,60.11,59.57,51.75,45.01
BK0451,房地产,53.1,66.31,50.67,27.22,30.73,33.69,22.37,22.37,16.98,17.52,18.33,18.87,19.14,18.33,19.41,19.95,21.56,19.41,23.18,19.41,23.72,20.49,21.02,19.95,17.79,17.79,15.63,14.29,13.21,12.13,6.74,8.63,8.36,7.01,6.74,7.28,8.09,7.28,7.28,5.12,6.74,5.39,5.12,4.85,3.77,7.01,6.47,6.47,5.39,8.09,7.28,6.74,6.74,7.82,10.24,8.63,10.78,8.89,11.05,11.59,12.94,9.43,10.78,15.63,15.09,16.98,21.29,17.79,21.56,18.87,22.64,23.45,33.15,26.95,26.15,20.75,18.06,24.8,26.68,31.0,22.1,28.3,37.74,31.27,31.0,33.15,36.93,39.89,35.58,34.77
