,NAME,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-29,2021-03-30,2021-03-31,2021-04-01,2021-04-02,2021-04-06,2021-04-07,2021-04-08,2021-04-09,2021-04-12,2021-04-13,2021-04-14,2021-04-15,2021-04-16,2021-04-19,2021-04-20,2021-04-21,2021-04-22,2021-04-23,2021-04-26,2021-04-27,2021-04-28,2021-04-29,2021-04-30,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-12,2021-05-13,2021-05-14,2021-05-17,2021-05-18,2021-05-19,2021-05-20,2021-05-21,2021-05-24,2021-05-25,2021-05-26,2021-05-27,2021-05-28,2021-05-31,2021-06-01,2021-06-02,2021-06-03,2021-06-04,2021-06-07,2021-06-08,2021-06-09,2021-06-10,2021-06-11,2021-06-15,2021-06-16,2021-06-17,2021-06-18,2021-06-21,2021-06-22,2021-06-23,2021-06-24,2021-06-25,2021-06-28,2021-06-29,2021-06-30,2021-07-01,2021-07-02,2021-07-05,2021-07-06,2021-07-07,2021-07-08,2021-07-09,2021-07-12,2021-07-13,2021-07-14,2021-07-15,2021-07-16,2021-07-19,2021-07-20,2021-07-21,2021-07-22,2021-07-23,2021-07-26,2021-07-27,2021-07-28,2021-07-29,2021-07-30,2021-08-02,2021-08-03,2021-08-04,2021-08-05,2021-08-06,2021-08-09,2021-08-10,2021-08-11,2021-08-12,2021-08-13,2021-08-16,2021-08-17,2021-08-18,2021-08-19,2021-08-20,2021-08-23,2021-08-24,2021-08-25,2021-08-26,2021-08-27,2021-08-30,2021-08-31,2021-09-01,2021-09-02,2021-09-03,2021-09-06,2021-09-07,2021-09-08,2021-09-09,2021-09-10,2021-09-13,2021-09-14,2021-09-15,2021-09-16,2021-09-17,2021-09-22
BK0936,长寿药,74.39,68.73,60.11,52.29,45.28,36.12,46.9,32.08,40.43,53.91,58.22,67.39,80.32,61.99,47.17,41.51,49.6,49.6,43.13,17.52,15.63,9.97,13.75,11.05,14.29,15.63,4.85,6.47,1.89,1.62,3.23,3.23,1.62,1.35,0.54,15.63,36.93,40.43,63.34,79.78,81.13,72.24,88.95,85.18,71.97,35.04,42.32,49.87,61.73,39.62,14.82,52.29,15.36,41.51,66.85,71.7,48.52,88.41,56.33,55.26,75.47,74.39,59.57,47.71,72.78,59.57,50.13,25.88,16.17,12.13,13.21,12.67,20.22,25.07,16.17,23.99,22.1,16.17,21.29,38.54,26.68,22.1,37.2,26.95,28.03,9.7,9.7,5.39,15.63,11.59,22.1,34.23,29.65,28.57,19.14,46.63,49.33,48.25,30.46,43.13,26.68,17.25,6.47,10.78,13.21,11.86,13.21,21.02,17.52,14.82,31.0,24.8,40.16,42.86,62.26,42.59,49.06,36.39,35.85,26.95,23.18,42.32,36.12,30.46,12.67,19.95,19.95,40.97,52.83,60.38,49.6,57.41,63.61,59.84,80.05,87.33,79.51,88.14,90.84,87.87
BK0471,化纤行业,74.12,77.63,45.28,31.54,7.55,6.47,10.51,11.59,30.19,23.18,33.15,29.65,47.44,36.39,20.49,6.74,4.31,4.85,1.35,2.43,3.5,2.7,1.89,9.43,29.92,90.03,95.69,92.99,93.53,83.02,82.21,87.33,84.91,81.4,83.02,76.82,71.97,74.66,81.94,88.41,88.68,89.49,87.06,90.57,96.5,95.42,91.64,92.18,92.18,87.6,70.08,56.06,26.42,2.7,0.27,1.62,7.01,7.55,8.63,10.78,18.06,55.8,86.52,83.29,81.94,85.18,53.37,81.4,67.92,77.09,64.69,30.19,16.71,30.46,19.68,15.9,24.26,7.82,58.49,54.72,85.98,83.29,88.95,91.91,94.07,95.42,95.69,86.79,69.27,69.81,60.11,87.06,88.14,91.64,90.84,74.66,77.09,88.41,76.82,74.66,59.57,33.15,34.5,15.09,34.23,46.9,38.54,7.82,10.78,16.44,33.96,49.06,35.58,81.67,53.64,59.03,57.14,67.39,86.79,61.99,56.87,66.04,71.16,38.54,64.69,63.88,78.17,91.37,87.06,86.25,92.99,92.72,89.22,82.75,86.25,92.45,90.57,86.79,76.01,76.28
BK0684,京津冀,73.85,78.71,91.11,87.33,84.64,90.3,84.37,85.71,87.33,90.57,88.41,83.02,69.27,71.7,78.71,47.17,44.74,30.46,14.56,6.2,2.16,43.94,51.75,33.69,17.25,55.8,43.4,62.8,89.22,89.49,88.68,48.25,54.99,49.6,68.73,45.28,61.19,53.91,15.09,14.82,18.06,16.71,21.02,37.2,43.13,61.99,65.77,72.24,81.67,81.67,80.32,84.37,81.13,59.57,55.26,31.81,16.98,15.36,10.51,17.25,16.98,16.98,34.77,55.53,32.08,27.22,36.39,38.54,28.57,25.07,20.75,22.91,15.63,11.86,10.78,9.97,9.7,11.32,15.36,14.56,24.8,25.07,24.53,28.03,36.93,52.83,59.84,52.83,53.64,51.48,43.4,50.13,57.95,60.38,66.58,43.67,30.73,26.68,28.03,47.71,48.52,43.94,33.42,31.0,27.49,28.57,27.49,38.27,32.08,27.22,32.61,46.63,61.73,66.58,74.12,72.78,82.48,74.39,81.13,69.27,70.35,64.42,72.51,71.97,69.0,76.28,78.98,84.37,85.44,90.57,87.06,90.57,86.52,88.95,89.22,84.64,80.86,80.59,73.85,80.05
BK0708,体育产业,73.58,70.62,79.78,74.12,73.05,76.55,73.58,62.53,56.6,59.84,70.35,66.04,53.64,53.91,48.79,29.11,46.36,63.61,46.36,24.8,14.29,22.91,21.83,34.77,37.2,44.47,36.93,53.37,81.67,87.6,90.03,88.95,91.11,83.29,83.83,72.51,60.65,28.03,19.41,18.33,15.63,6.74,12.13,16.17,27.22,32.61,37.74,41.78,58.49,50.67,37.2,44.74,40.97,56.6,38.81,45.01,33.96,35.85,26.15,26.42,20.75,29.11,30.19,38.54,19.68,16.98,32.61,42.59,45.01,41.24,42.32,55.53,50.67,52.29,61.99,69.27,70.35,71.16,74.39,79.51,88.95,63.34,70.62,69.0,70.08,66.31,55.26,38.54,45.82,36.66,34.77,61.99,43.94,39.35,45.28,33.69,23.45,24.26,18.33,22.1,19.41,11.05,14.56,11.32,6.2,7.01,37.47,36.93,23.99,21.29,19.95,28.84,38.27,50.94,72.78,60.38,26.42,31.54,54.45,64.42,65.5,72.51,73.58,75.74,61.99,61.46,75.47,58.22,68.19,61.73,55.8,63.34,54.18,48.52,51.75,40.97,30.19,43.67,27.49,21.02
BK0964,6G概念,73.32,51.21,54.99,68.46,71.97,47.71,50.94,40.16,20.22,18.06,15.63,23.45,9.97,13.75,7.01,8.63,20.49,22.64,36.12,55.53,29.38,26.15,53.91,53.1,70.62,43.4,35.58,18.06,9.43,15.09,40.7,48.52,57.68,43.13,28.84,31.81,42.05,73.05,54.45,40.43,17.52,9.43,11.32,5.12,9.7,6.74,3.5,4.31,35.85,40.7,70.89,59.57,75.2,81.67,70.35,73.05,82.48,77.63,41.78,48.79,64.42,68.46,51.48,81.67,86.79,89.22,89.49,89.49,83.83,69.54,64.42,72.78,80.86,74.66,72.78,67.65,64.69,63.88,54.99,82.75,72.51,61.46,38.81,18.6,46.9,61.46,38.27,55.53,60.38,77.9,74.93,66.85,33.69,35.85,24.8,28.84,26.42,26.42,43.67,44.2,78.98,88.14,93.26,92.45,94.61,97.57,98.38,97.84,97.57,94.34,76.01,55.26,49.6,30.46,4.58,7.55,5.39,8.63,3.77,15.9,13.48,19.68,21.02,35.85,45.55,57.14,76.55,64.42,70.62,61.46,59.03,63.61,56.87,50.4,33.69,41.24,14.56,17.25,26.68,26.68
BK0921,天基互联,73.05,62.53,64.69,46.9,33.15,18.33,4.04,4.85,1.89,3.77,5.39,8.36,5.39,9.16,17.25,40.16,55.53,46.36,54.45,73.85,74.39,36.12,60.11,63.07,71.43,82.48,90.03,92.18,94.07,90.03,89.22,93.53,92.99,93.8,91.11,87.06,57.95,55.53,19.68,10.51,12.4,6.2,0.54,1.08,1.08,0.81,1.08,1.08,11.32,21.56,14.29,26.42,64.69,56.33,46.09,62.8,53.64,58.49,57.68,51.48,66.85,57.14,40.43,45.01,67.92,81.13,86.25,84.37,85.44,83.56,82.48,88.95,91.91,95.69,96.23,94.07,82.48,78.44,42.05,70.89,41.78,40.16,3.77,0.0,1.08,11.86,14.56,57.68,56.6,53.64,53.37,27.49,59.57,82.21,67.12,46.36,53.1,54.99,75.2,70.08,83.83,85.44,90.3,82.75,87.33,85.98,84.91,88.14,79.25,74.66,61.99,75.2,54.45,50.13,9.16,18.87,18.87,10.24,12.94,62.8,25.88,13.48,28.03,8.89,58.76,58.49,61.46,43.94,24.8,14.82,17.25,20.22,19.95,25.88,9.43,6.2,4.04,4.85,14.29,7.01
BK0952,第三代半导体,72.78,60.92,39.35,46.63,42.32,23.99,7.01,53.91,49.33,16.71,7.28,13.21,12.4,10.51,14.82,65.77,25.88,3.77,6.2,9.97,27.49,6.47,47.17,95.15,94.07,89.49,90.57,91.37,84.1,85.98,77.36,85.44,51.21,15.09,11.32,9.7,27.49,66.58,83.56,69.81,69.27,68.19,69.27,49.6,23.72,16.44,8.09,8.09,7.28,9.7,37.47,21.83,25.61,36.93,83.83,91.91,92.18,80.32,93.53,94.34,89.76,93.26,87.33,78.44,94.88,97.04,96.23,96.77,93.8,87.6,91.11,97.04,99.19,99.19,98.92,98.38,99.19,99.19,99.19,99.73,99.19,98.65,83.56,73.85,80.05,86.79,70.89,91.91,79.78,59.3,43.13,8.89,36.39,27.22,9.16,48.25,68.19,71.16,85.71,87.33,97.3,94.88,97.04,97.04,96.77,87.33,91.37,76.82,76.01,33.69,12.13,56.33,29.11,8.36,18.06,60.92,15.36,24.53,43.94,83.29,88.68,75.2,47.98,67.92,64.96,66.31,47.98,24.26,5.39,4.31,3.5,2.7,0.81,5.66,2.43,2.7,6.47,5.39,6.74,14.56
BK0506,创投,72.51,72.78,79.25,78.44,82.21,74.39,70.35,78.71,77.36,65.5,71.7,66.31,56.06,56.33,56.6,67.65,77.63,69.0,64.15,59.84,43.67,63.88,59.84,54.99,55.8,51.21,37.2,36.93,50.94,52.29,61.19,63.88,71.16,70.89,71.16,69.81,69.81,60.38,45.82,48.79,41.78,32.61,31.54,34.23,33.96,39.62,44.47,51.75,60.92,61.46,57.14,62.26,65.5,64.96,60.11,54.45,46.63,45.55,43.67,43.67,47.98,45.55,46.63,58.49,55.8,57.95,65.23,64.96,62.8,61.46,63.34,62.8,64.15,61.73,61.46,56.87,48.25,50.4,45.28,40.97,39.62,43.94,46.63,46.63,60.11,65.23,63.34,60.11,61.19,60.65,69.81,75.47,72.24,69.81,66.85,61.73,60.92,63.88,61.46,56.06,50.13,46.09,47.98,46.36,47.71,41.51,46.63,40.43,45.82,38.81,41.78,51.21,54.99,55.53,56.06,52.56,52.56,55.8,53.1,60.65,60.65,59.3,58.76,61.19,60.11,67.65,66.85,63.61,71.97,67.92,69.54,71.97,68.46,60.65,65.5,71.16,76.01,74.66,58.76,69.54
BK0902,MiniLED,72.24,66.85,54.18,67.12,82.48,63.61,29.92,64.42,44.2,34.5,33.96,55.26,39.89,26.42,20.22,25.07,26.68,8.89,21.56,23.72,23.72,10.78,34.77,89.76,87.06,88.95,83.29,90.03,86.25,88.14,90.3,79.25,59.57,26.68,15.63,11.59,40.7,50.94,73.05,58.22,35.04,35.85,46.36,31.27,27.49,33.42,22.64,17.52,9.7,13.48,24.53,23.18,27.49,38.01,57.41,56.33,51.75,35.04,70.35,61.73,44.47,60.65,48.25,42.05,61.99,75.47,69.27,73.85,55.8,58.22,89.22,95.15,97.57,96.23,93.53,92.72,96.23,96.5,96.23,97.04,88.41,81.4,46.09,70.89,78.98,89.76,81.67,85.71,87.33,84.37,84.37,83.56,78.98,77.36,81.94,91.11,94.88,95.42,97.3,98.38,99.46,97.57,97.84,95.42,91.91,71.43,63.61,31.54,29.65,2.16,1.62,10.51,1.89,2.7,10.51,27.76,9.43,9.43,16.17,39.62,36.12,12.13,10.78,11.32,5.66,7.82,3.23,5.12,4.31,2.7,3.23,8.63,6.47,7.82,10.51,10.24,13.48,8.89,4.04,6.74
BK0458,仪器仪表,71.97,73.32,72.51,82.21,86.52,64.69,62.53,77.9,53.64,44.47,50.94,59.84,65.23,62.53,79.78,90.3,90.84,81.94,87.87,86.52,65.77,61.19,23.99,16.17,12.94,16.44,9.16,18.6,3.77,7.28,21.02,15.09,38.81,48.79,22.37,24.53,49.6,47.17,62.53,49.06,54.99,52.29,38.54,34.77,38.27,30.46,32.88,36.66,29.65,54.99,55.26,66.04,77.09,76.82,77.36,84.1,74.39,85.44,90.03,80.32,87.33,81.4,83.83,71.16,74.12,70.35,72.24,60.38,57.41,71.97,82.21,79.78,74.93,79.51,86.25,93.8,91.91,90.3,87.06,85.98,44.47,71.7,71.97,68.19,60.65,53.64,68.46,74.12,78.44,70.62,70.35,57.14,38.01,33.96,21.29,21.56,29.38,29.65,28.3,36.93,56.06,44.74,71.97,80.32,82.21,92.99,88.41,85.98,85.44,93.8,90.84,92.18,85.98,71.43,60.11,42.05,29.65,25.61,24.53,67.65,63.61,45.01,52.02,51.75,35.85,30.73,34.23,41.78,44.2,16.17,11.05,9.97,8.89,10.51,15.63,18.87,29.11,27.22,16.17,27.22
BK0880,UWB概念,71.7,56.06,55.53,61.99,53.91,45.28,19.95,24.8,14.82,16.98,19.68,16.71,9.43,6.47,10.78,20.22,64.42,56.33,61.99,65.5,56.06,77.09,74.12,74.39,74.12,78.71,59.57,50.4,42.05,44.74,23.99,9.97,47.44,60.65,49.06,28.57,46.9,33.15,36.12,32.08,14.02,12.94,8.09,2.43,1.62,1.35,1.35,2.7,5.39,7.55,36.93,50.13,53.91,45.28,73.58,81.94,51.21,40.7,46.63,33.96,33.69,37.2,24.53,53.37,33.69,55.53,71.97,74.93,86.79,82.21,81.67,93.26,94.88,88.95,95.96,91.91,86.25,81.4,61.73,85.71,87.06,74.12,27.49,54.99,35.31,62.53,43.13,67.65,50.4,52.29,35.31,6.47,16.44,11.86,8.63,8.36,8.63,3.5,10.51,7.28,21.83,29.38,50.67,49.87,56.6,52.29,70.08,74.66,71.7,79.78,58.22,69.54,67.39,58.49,19.14,16.44,18.33,12.4,21.29,16.44,9.16,4.85,2.16,2.43,7.82,12.67,12.4,19.14,20.49,18.33,31.27,43.94,56.06,61.73,52.83,60.11,54.18,71.43,36.66,47.98
BK0425,工程建设,71.43,82.48,92.45,94.34,95.42,98.38,97.3,95.42,94.88,94.07,95.96,94.07,92.45,90.03,86.25,70.89,79.51,52.83,40.16,45.55,70.35,96.5,95.69,90.84,85.98,86.52,75.2,85.71,92.18,74.12,35.31,4.31,8.36,7.28,8.36,7.28,5.93,5.93,6.47,15.09,23.18,23.45,24.26,28.84,34.5,37.47,42.05,34.5,37.74,26.95,13.48,15.36,17.52,21.56,18.06,25.07,13.75,21.83,14.29,7.28,9.7,9.7,16.17,15.9,11.86,11.05,24.8,22.37,25.34,39.08,42.59,53.1,36.93,35.58,41.24,43.94,37.47,59.84,81.13,69.54,70.35,50.13,68.73,86.79,78.17,80.32,83.83,53.91,40.16,39.08,52.02,69.81,67.39,56.6,54.99,53.37,46.09,63.07,70.89,74.39,60.65,54.45,43.67,47.71,56.33,56.33,51.75,47.71,35.85,26.15,28.84,41.78,40.97,34.5,46.9,69.27,80.86,73.32,70.35,60.38,61.46,67.12,74.39,78.98,69.81,57.95,73.05,89.76,87.33,92.72,93.26,89.76,90.84,88.68,84.91,78.98,66.31,33.96,47.17,62.26
BK0545,机械行业,71.16,81.67,88.68,89.76,88.95,73.85,74.93,85.18,80.05,64.69,72.51,67.12,64.96,63.88,77.09,78.98,83.29,68.46,64.69,67.65,61.99,56.06,34.23,31.81,42.86,63.61,53.1,64.15,65.23,45.01,47.71,50.67,58.22,76.82,63.61,54.18,47.71,58.22,46.09,49.87,55.8,47.44,43.94,40.7,41.51,39.89,38.81,31.0,35.31,37.74,25.61,41.78,37.47,29.92,31.81,37.47,29.65,38.27,40.7,33.69,33.96,31.0,29.38,32.88,31.0,31.0,40.7,43.94,37.2,36.39,37.74,47.44,45.82,50.67,55.53,59.57,54.18,56.06,63.88,66.31,71.7,66.31,66.58,69.81,69.54,61.73,72.78,72.24,76.01,69.0,63.61,65.77,66.04,62.26,55.8,60.11,54.72,59.3,54.72,67.12,69.27,65.77,68.46,73.05,79.25,86.52,87.06,90.03,89.22,92.18,89.22,90.3,88.41,87.6,88.68,82.48,79.25,67.92,82.21,95.42,94.07,92.72,95.15,93.8,91.91,90.84,89.76,90.3,81.67,52.29,43.4,35.58,29.11,19.14,22.37,23.45,50.67,32.35,42.32,53.1
BK0509,网络游戏,70.89,64.69,63.34,63.07,64.96,85.18,58.76,65.5,43.94,41.78,51.48,53.1,40.43,34.5,23.18,30.46,71.16,77.36,81.13,79.78,33.15,42.32,37.47,52.02,73.32,53.91,28.03,26.15,46.9,69.27,91.37,87.06,88.95,81.94,79.78,74.93,73.58,56.06,41.78,38.01,21.29,26.42,19.14,24.53,31.27,40.7,45.01,52.29,64.96,65.23,38.01,38.01,53.1,71.43,48.52,43.13,37.2,26.68,28.03,37.2,64.96,64.69,42.59,44.74,40.97,47.98,57.95,67.65,65.5,53.64,59.84,54.99,66.58,60.11,64.42,51.75,42.32,29.92,14.02,15.09,12.94,16.44,10.51,15.09,14.02,22.91,16.98,24.26,35.85,44.47,56.33,69.0,62.26,57.95,51.75,37.47,45.01,45.28,26.15,18.6,13.75,8.36,10.51,6.74,6.74,5.12,3.23,1.89,2.16,1.89,1.35,2.96,3.23,6.2,11.32,18.33,35.58,60.65,65.5,57.95,46.36,63.88,67.12,71.7,62.8,49.33,74.66,57.14,67.92,62.8,78.44,94.61,81.94,84.37,86.79,93.26,82.75,90.84,86.25,80.86
BK0915,WiFi,70.62,45.28,38.01,47.71,60.92,35.58,19.68,19.95,8.63,7.01,10.51,15.63,6.74,6.74,7.28,8.09,9.7,15.36,23.72,44.47,38.81,68.46,87.87,87.06,88.41,79.78,86.79,79.51,88.95,94.34,89.76,73.05,59.3,63.88,46.9,61.19,38.54,72.78,84.1,80.86,85.44,84.37,74.66,56.6,44.74,36.66,53.37,46.09,15.63,9.43,3.23,6.2,19.68,63.34,85.18,89.49,77.9,86.79,92.18,92.18,93.8,95.69,92.18,85.71,94.34,94.61,95.42,90.84,83.29,81.94,92.99,87.87,98.11,97.84,97.04,95.69,96.77,94.34,92.72,94.61,90.3,93.26,72.24,28.84,39.08,43.67,32.35,81.13,76.82,75.74,64.69,29.65,52.29,66.31,76.55,83.83,71.43,72.51,83.02,78.98,91.64,91.37,92.72,90.57,76.82,63.07,71.43,72.24,64.15,45.82,16.98,27.76,5.66,1.89,10.24,30.19,25.61,27.22,39.35,49.06,43.13,18.6,14.02,23.99,6.74,4.85,7.55,2.96,0.81,1.62,2.16,4.31,7.01,20.49,16.17,20.75,2.43,5.66,6.47,3.23
BK0842,富士康,70.35,69.0,70.62,82.75,84.91,50.94,47.44,62.26,47.44,31.54,28.03,30.46,14.56,10.24,6.74,21.29,21.56,20.22,37.47,50.13,63.34,55.26,69.81,85.71,84.37,77.9,75.47,64.42,62.26,72.24,60.92,59.03,47.98,36.93,37.47,36.66,63.61,77.9,81.67,65.23,50.4,53.1,60.65,50.94,39.08,27.49,16.98,15.63,8.89,10.24,13.75,8.63,8.09,4.85,21.56,32.61,36.39,36.12,64.69,57.68,72.24,81.13,76.55,74.66,83.83,87.87,87.87,78.17,58.22,54.45,72.78,77.63,86.52,85.71,83.29,73.85,81.13,90.84,94.88,93.8,82.48,82.21,48.52,41.78,40.16,75.47,70.08,73.58,60.65,52.02,54.45,45.55,49.06,34.5,41.24,38.27,39.35,35.58,67.65,78.17,86.79,83.29,88.95,92.18,92.18,93.26,92.99,89.76,81.94,78.44,71.16,81.4,81.13,67.12,42.32,50.4,28.57,24.8,32.35,64.69,64.69,48.25,30.73,34.5,54.99,45.55,52.83,50.94,45.01,32.35,20.75,15.9,15.09,12.67,11.59,19.41,22.1,24.26,16.71,11.05
BK0696,国产软件,70.08,54.99,36.66,45.55,47.71,40.16,22.64,23.72,7.01,7.82,8.36,9.7,9.16,9.43,13.21,41.78,59.84,84.91,92.72,91.37,81.67,83.56,85.98,83.56,80.05,42.05,31.81,8.09,8.63,34.23,54.18,41.24,63.61,61.99,52.29,65.77,74.66,64.15,47.71,31.81,15.9,9.97,7.28,3.23,4.04,5.66,4.31,15.9,19.14,22.91,46.09,61.99,70.08,82.48,81.94,90.84,90.57,90.84,87.6,89.22,91.64,91.91,93.26,89.76,82.21,81.67,76.01,75.47,95.96,97.3,97.04,94.88,93.53,89.22,94.61,87.6,79.51,68.46,5.93,7.28,7.55,17.52,7.01,14.56,14.29,29.65,24.8,67.12,57.95,76.55,70.62,64.69,58.49,47.17,40.43,28.57,49.87,28.57,29.92,12.13,23.72,16.44,28.3,41.51,46.36,66.85,61.73,52.56,60.65,73.58,51.75,56.6,65.77,39.35,23.99,12.13,22.64,30.19,28.3,29.92,21.02,28.84,14.29,19.68,23.45,23.72,18.06,21.83,29.65,22.64,21.83,31.54,35.85,38.81,30.73,46.09,28.84,39.89,23.45,17.52
BK0732,贵金属,69.81,61.73,33.15,12.94,2.43,2.16,1.62,3.77,4.85,35.85,40.7,35.31,72.51,84.1,61.19,37.47,48.25,8.63,11.59,4.04,6.74,4.04,0.27,1.62,9.43,29.38,45.55,76.01,73.32,46.63,47.17,80.86,83.29,58.49,67.65,78.71,47.17,31.27,61.46,81.94,66.58,65.77,39.08,63.88,91.37,96.5,94.61,94.07,87.87,90.3,97.84,95.42,98.11,91.37,25.88,3.23,14.82,37.47,35.04,34.5,26.68,25.07,7.82,27.49,16.17,20.49,33.96,19.68,34.23,68.46,52.29,35.04,38.81,31.54,32.08,17.52,11.59,7.28,13.48,1.08,1.62,5.39,26.42,28.3,66.31,86.52,81.13,59.57,65.23,49.87,39.35,43.67,57.41,62.8,63.61,52.02,72.78,84.1,87.6,91.37,96.77,93.8,87.33,80.05,67.12,31.54,32.35,25.88,20.49,2.7,0.0,3.23,12.4,50.67,74.39,92.18,85.18,92.72,92.45,97.04,96.23,94.61,89.76,79.51,75.2,56.33,57.68,54.18,45.55,27.49,31.54,33.69,50.4,74.12,90.84,80.86,87.06,87.6,59.84,62.8
BK0737,软件服务,69.54,58.49,43.13,49.87,49.06,45.82,24.26,26.68,7.82,8.09,12.13,15.09,12.67,11.05,10.51,36.93,60.11,82.48,91.11,88.41,68.19,70.35,80.86,78.98,80.59,49.06,29.65,8.36,8.09,40.43,64.15,51.75,70.62,61.19,43.4,46.63,67.65,50.67,52.29,25.07,13.48,11.32,6.47,4.58,5.12,8.09,7.55,18.33,16.44,25.88,42.32,46.36,56.33,64.15,62.8,78.98,79.78,74.66,75.47,76.28,85.44,87.87,90.84,87.33,83.29,83.02,81.13,81.94,96.23,97.04,95.96,94.61,92.99,90.84,94.07,87.87,80.59,69.54,8.89,9.43,11.59,19.95,6.74,12.67,15.09,25.88,21.02,58.22,52.83,72.51,66.58,53.1,49.87,42.59,33.69,28.03,52.83,32.61,32.35,9.97,19.14,14.29,27.22,38.81,39.08,60.65,53.91,37.47,47.17,64.15,50.4,57.41,68.73,45.01,30.46,13.75,25.07,37.2,32.08,37.47,25.07,32.35,13.75,22.64,25.88,22.91,21.56,24.53,33.42,24.8,29.11,43.4,42.86,39.62,34.5,52.02,29.65,40.7,25.34,17.25
BK0484,国际贸易,69.27,72.24,87.06,94.07,96.5,95.96,95.15,90.3,83.02,86.25,84.64,85.98,82.48,70.89,58.49,65.23,73.85,89.22,88.95,69.0,78.71,92.72,94.88,84.37,74.66,76.28,53.37,49.33,85.71,78.17,79.51,76.28,82.48,81.13,86.79,84.37,84.64,80.86,45.55,54.18,40.16,21.83,16.44,19.14,23.18,21.83,22.91,14.56,31.54,29.38,39.89,54.72,61.46,86.25,89.22,74.12,50.13,72.78,46.36,75.2,83.29,73.58,88.95,95.15,89.49,90.03,92.18,83.29,72.78,65.23,49.6,43.13,31.0,15.09,16.71,11.32,15.09,36.93,40.43,18.06,19.95,22.37,32.88,32.35,33.69,43.94,29.38,8.63,23.72,37.74,35.58,62.8,59.03,52.02,45.82,43.4,56.06,41.24,42.05,62.26,57.41,38.01,25.88,21.56,26.42,22.37,21.29,26.68,31.81,19.68,14.29,29.65,32.35,45.28,50.94,43.13,58.22,71.97,68.73,55.53,69.54,79.51,85.98,88.14,86.79,90.3,88.68,78.44,76.01,81.13,83.02,83.02,78.17,81.67,61.99,63.88,77.9,87.33,82.21,78.44
BK0712,一带一路,69.0,79.25,89.22,84.64,79.78,83.29,76.82,84.37,88.95,87.06,87.06,85.71,81.67,82.48,82.75,66.04,66.04,47.98,34.77,33.42,59.57,74.39,61.99,49.06,35.85,74.93,70.89,73.05,78.44,38.81,20.49,15.36,27.49,26.15,20.22,9.97,9.97,10.24,9.97,11.86,14.29,15.09,22.64,37.47,59.03,64.69,63.88,67.65,65.23,62.53,66.85,69.54,64.96,39.08,22.64,16.98,17.25,15.09,17.52,23.45,11.05,10.24,15.36,22.91,13.75,17.79,25.88,28.57,29.65,35.31,38.54,47.71,36.39,33.96,38.54,41.24,37.2,43.4,49.33,32.08,38.54,32.88,44.47,58.76,62.26,57.95,54.72,34.77,40.7,42.05,40.7,47.98,48.25,47.44,47.98,38.01,38.27,60.11,64.15,71.43,67.12,63.34,54.99,54.18,59.3,58.76,60.92,54.99,49.06,43.67,45.01,61.46,67.65,71.7,73.58,75.74,80.32,76.01,80.59,77.9,79.25,81.4,84.64,85.98,83.83,86.25,92.45,93.8,94.34,93.8,93.8,92.99,92.72,91.37,90.57,87.6,78.98,67.92,76.82,83.56
BK0940,网红直播,68.73,71.7,71.16,69.54,76.82,88.41,67.92,60.38,51.75,50.13,55.53,58.22,55.53,43.94,32.61,28.3,57.14,78.44,87.06,78.98,43.13,55.8,45.28,66.31,67.92,61.73,39.35,44.2,61.46,60.92,89.49,87.6,88.14,80.32,86.25,83.29,85.98,60.11,39.62,55.8,37.47,38.81,32.61,43.13,44.47,50.94,45.55,64.42,74.93,72.24,60.38,65.77,57.41,48.52,30.46,30.73,41.78,41.51,30.19,21.56,37.47,35.85,47.71,53.64,48.25,38.01,37.2,33.96,39.89,35.85,26.68,24.53,23.99,24.8,30.19,26.95,17.79,18.06,7.82,15.63,25.88,18.87,31.54,30.73,24.8,27.22,37.47,26.68,24.53,19.68,21.02,29.11,23.18,15.9,12.4,8.09,6.47,4.85,3.23,6.74,5.93,6.2,6.2,8.89,10.78,11.05,9.16,9.43,10.24,17.79,21.83,14.56,18.33,23.72,40.16,37.74,53.64,69.54,68.46,46.09,38.01,61.19,59.57,54.18,38.54,36.66,48.52,40.7,54.99,57.95,61.99,74.12,66.31,66.31,67.12,63.07,46.09,69.54,46.63,35.04
